modelo,estrato,pmid,gold,resposta,pubs_gold,pubs_chutado,razao,chute_no_abstract
llama3.3_70b,Q4_Cauda_Longa,2148110,PS beta,PROS1,3,260,86.66666666666667,False
llama3.3_70b,Q4_Cauda_Longa,21668797,ANKFN1,CHRNA3,9,234,26.0,False
llama3.3_70b,Q4_Cauda_Longa,36002354,MIR3117,MIR155,8,920,115.0,False
llama3.3_70b,Q4_Cauda_Longa,15485837,TRAP2,RIP1,5,136,27.2,False
llama3.3_70b,Q4_Cauda_Longa,8617492,IDDM11,IDDM1,2,1556,778.0,False
llama3.3_70b,Q4_Cauda_Longa,11381032,CECR3,CECR2,1,34,34.0,False
llama3.3_70b,Q4_Cauda_Longa,36195720,NAP1L6,NEAT1,4,473,118.25,False
llama3.3_70b,Q4_Cauda_Longa,36933158,miR4458HG,HULC,3,96,32.0,False
llama3.3_70b,Q4_Cauda_Longa,35487060,DCAF8L2,CRBN,9,165,18.333333333333332,False
llama3.3_70b,Q4_Cauda_Longa,25089627,RPLP0P2,HOTAIR,8,503,62.875,False
llama3.3_70b,Q4_Cauda_Longa,29864963,miR-610,PTEN,9,2820,313.3333333333333,False
llama3.3_70b,Q4_Cauda_Longa,29424901,TUC338,CCAT2,9,88,9.777777777777779,False
llama3.3_70b,Q4_Cauda_Longa,36715854,CEBPA-AS1,LINC00355,9,13,1.4444444444444444,False
llama3.3_70b,Q4_Cauda_Longa,36952069,TGFBR3L,GAB2,6,180,30.0,False
llama3.3_70b,Q4_Cauda_Longa,31679434,UBE2QL1,UBE2D3,9,571,63.44444444444444,False
llama3.3_70b,Q4_Cauda_Longa,18505454,USH1H,USH1F,2,128,64.0,False
llama3.3_70b,Q4_Cauda_Longa,36252997,LINC00624,NEAT1,6,473,78.83333333333333,False
llama3.3_70b,Q4_Cauda_Longa,30177388,microRNA-4316,miR-217,5,111,22.2,False
llama3.3_70b,Q4_Cauda_Longa,30956130,IgLON5,Kilon,5,77,15.4,False
llama3.3_70b,Q4_Cauda_Longa,1882841,CRIPTO,CR1,7,246,35.142857142857146,False
llama3.3_70b,Q4_Cauda_Longa,11571554,DFNA30,DFNA44,1,74,74.0,False
llama3.3_70b,Q4_Cauda_Longa,29207070,DIO3OS,HOTAIR,5,503,100.6,False
llama3.3_70b,Q4_Cauda_Longa,28618313,MIR4646,SIRT1,4,1828,457.0,False
llama3.3_70b,Q4_Cauda_Longa,29202958,ZNF676,PIWIL2,6,71,11.833333333333334,False
llama3.3_70b,Q4_Cauda_Longa,34884733,TRU-TCA1-1,SECISBP2,4,76,19.0,True
llama3.3_70b,Q4_Cauda_Longa,8920921,U14,RPS13,2,295,147.5,False
llama3.3_70b,Q4_Cauda_Longa,35715331,LINC01559,HOTAIR,8,503,62.875,False
llama3.3_70b,Q4_Cauda_Longa,31045494,Cerox1,NORAD,3,97,32.333333333333336,False
llama3.3_70b,Q4_Cauda_Longa,19471314,PWRN2,NIPA2,7,20,2.857142857142857,False
llama3.3_70b,Q4_Cauda_Longa,26565952,TGFB2 overlapping transcript 1,TGFB2,4,387,96.75,True
llama3.3_70b,Q4_Cauda_Longa,37347740,BVES-AS1,SLNCR1,4,32,8.0,False
llama3.3_70b,Q4_Cauda_Longa,33322837,Reprimo-Like,Reprimo,4,33,8.25,True
llama3.3_70b,Q4_Cauda_Longa,41315668,C5orf66-AS1,LINC00312,6,21,3.5,False
llama3.3_70b,Q4_Cauda_Longa,31170957,LINC00311,HOTAIR,5,503,100.6,False
llama3.3_70b,Q4_Cauda_Longa,16982625,Tctex2beta,DYNLT3,8,41,5.125,False
llama3.3_70b,Q4_Cauda_Longa,39014929,USP30-AS1,LINC00355,7,13,1.8571428571428572,False
llama3.3_70b,Q4_Cauda_Longa,31332380,LOC642361,LRP12,4,34,8.5,True
llama3.3_70b,Q4_Cauda_Longa,39278369,FAM230B,NEAT1,9,473,52.55555555555556,False
llama3.3_70b,Q4_Cauda_Longa,36583781,HAR1B,HOTAIR,4,503,125.75,False
llama3.3_70b,Q4_Cauda_Longa,7851895,CGM12,CGM9,2,1,0.5,False
llama3.3_70b,Q4_Cauda_Longa,28957321,ZNF404,TOX3,9,92,10.222222222222221,False
llama3.3_70b,Q4_Cauda_Longa,34830378,LINC01010,MEG3,5,337,67.4,False
llama3.3_70b,Q4_Cauda_Longa,30905893,LINC00202,NEAT1,3,473,157.66666666666666,False
llama3.3_70b,Q4_Cauda_Longa,8934543,GML,TIG1,9,101,11.222222222222221,False
llama3.3_70b,Q4_Cauda_Longa,8559254,U25-,U31,6,5,0.8333333333333334,True
llama3.3_70b,Q4_Cauda_Longa,31800155,SH2D6,CAPG,6,96,16.0,True
llama3.3_70b,Q4_Cauda_Longa,25317109,APeg3,Atp10a,4,34,8.5,False
llama3.3_70b,Q4_Cauda_Longa,21980299,LOC154449,VPS52,4,89,22.25,False
llama3.3_70b,Q4_Cauda_Longa,35219381,CTD-2256P15.2,PACER,1,9,9.0,False
llama3.3_70b,Q4_Cauda_Longa,10644448,PI8L1,PI7,3,133,44.333333333333336,False
llama3.3_70b,Q4_Cauda_Longa,26308446,C22orf42,ZAK,8,96,12.0,False
llama3.3_70b,Q4_Cauda_Longa,28134766,IQCJ,GCKR,9,233,25.88888888888889,False
llama3.3_70b,Q4_Cauda_Longa,21103834,PRO2268,TYR,2,229,114.5,False
llama3.3_70b,Q4_Cauda_Longa,35156520,LINC00525,CCAT1,9,121,13.444444444444445,False
llama3.3_70b,Q4_Cauda_Longa,37620336,LINC00880,LINC01133,3,34,11.333333333333334,False
llama3.3_70b,Q4_Cauda_Longa,30399588,LINC01510,LINC00473,8,30,3.75,False
llama3.3_70b,Q4_Cauda_Longa,10100857,MYCL2,MYCL1,8,52,6.5,True
llama3.3_70b,Q4_Cauda_Longa,30271163,LINC00882,HULC,5,96,19.2,False
llama3.3_70b,Q4_Cauda_Longa,35100495,SNORA71A,SNHG7,6,52,8.666666666666666,False
llama3.3_70b,Q4_Cauda_Longa,34927228,miR-3648,miR-21,9,1580,175.55555555555554,False
llama3.3_70b,Q4_Cauda_Longa,22394158,DRGX,GRIK2,6,119,19.833333333333332,False
llama3.3_70b,Q4_Cauda_Longa,35759180,LINC01013,LINC00961,7,19,2.7142857142857144,False
llama3.3_70b,Q4_Cauda_Longa,26468016,TGFBR3L,LMO1,6,56,9.333333333333334,False
llama3.3_70b,Q4_Cauda_Longa,27391432,Yiya,HOTAIR,3,503,167.66666666666666,False
llama3.3_70b,Q4_Cauda_Longa,21044875,SLC15A5,SLC10A7,7,27,3.857142857142857,False
llama3.3_70b,Q4_Cauda_Longa,24882193,PER4,APOB,2,955,477.5,True
llama3.3_70b,Q4_Cauda_Longa,10524237,ADAM20,ADAM5,8,9,1.125,False
llama3.3_70b,Q4_Cauda_Longa,31680049,LINC00540,DAB2IP,3,144,48.0,False
llama3.3_70b,Q4_Cauda_Longa,22275255,C1orf192,SDHD,8,177,22.125,False
llama3.3_70b,Q4_Cauda_Longa,9177776,ribosomal protein L3 homologous,RPL3,2,359,179.5,True
llama3.3_70b,Q4_Cauda_Longa,32236626,ZNF710,TP73,9,694,77.11111111111111,False
llama3.3_70b,Q4_Cauda_Longa,34766250,KRT18P55,HOTAIR,6,503,83.83333333333333,False
llama3.3_70b,Q4_Cauda_Longa,27644252,IRAIN,HOTAIR,3,503,167.66666666666666,False
llama3.3_70b,Q4_Cauda_Longa,12160729,BCL8,AKAP13,6,143,23.833333333333332,False
llama3.3_70b,Q4_Cauda_Longa,36071454,LINC01132,NEAT1,7,473,67.57142857142857,False
llama3.3_70b,Q4_Cauda_Longa,9792872,RP24,RPGR,1,184,184.0,True
llama3.3_70b,Q4_Cauda_Longa,16376304,sytdep,SYT15,7,14,2.0,False
llama3.3_70b,Q4_Cauda_Longa,35404406,LINC01510,HOTAIR,8,503,62.875,False
llama3.3_70b,Q4_Cauda_Longa,37934195,LINC00869,LINC00958,6,24,4.0,False
llama3.3_70b,Q4_Cauda_Longa,37789393,LINC00922,CPT1A,7,234,33.42857142857143,False
llama3.3_70b,Q4_Cauda_Longa,20186789,ZNF630,ZNF674,5,10,2.0,True
llama3.3_70b,Q4_Cauda_Longa,17971048,HLA complex group 4,HLA-B,5,2225,445.0,False
llama3.3_70b,Q4_Cauda_Longa,15671038,diacylglycerol acyltransferase 2,DGAT,5,84,16.8,True
llama3.3_70b,Q4_Cauda_Longa,16596430,DFNB65,DFNB42,1,26,26.0,False
llama3.3_70b,Q4_Cauda_Longa,30610803,LINC01170,LINC00336,2,4,2.0,False
llama3.3_70b,Q4_Cauda_Longa,11245978,DUX3,DUX4,7,146,20.857142857142858,False
llama3.3_70b,Q4_Cauda_Longa,25476897,Linc00974,HULC,6,96,16.0,False
llama3.3_70b,Q4_Cauda_Longa,38182548,LINC00629,LINC00312,6,21,3.5,False
llama3.3_70b,Q4_Cauda_Longa,14627674,DFNA49,DFNA4,1,179,179.0,False
llama3.3_70b,Q4_Cauda_Longa,29871690,MIR3065,MIR4680,9,2,0.2222222222222222,False
llama3.3_70b,Q4_Cauda_Longa,34496800,LINC00852,HCP5,7,80,11.428571428571429,False
llama3.3_70b,Q4_Cauda_Longa,36747161,WEE2-AS1,HOTAIR,9,503,55.888888888888886,False
llama3.3_70b,Q4_Cauda_Longa,33435769,miR-3615,CDKN2A,7,2699,385.57142857142856,False
llama3.3_70b,Q4_Cauda_Longa,27764782,LINC01198,HOTAIR,6,503,83.83333333333333,False
llama3.3_70b,Q4_Cauda_Longa,37782686,LINC01485,HOTAIR,5,503,100.6,False
llama3.3_70b,Q4_Cauda_Longa,32895492,DIGIT,NEAT1,2,473,236.5,False
llama3.3_70b,Q4_Cauda_Longa,28628559,miR-1206,MIR27A,6,379,63.166666666666664,False
llama3.3_70b,Q4_Cauda_Longa,38756100,NUDT17,TP53,7,11629,1661.2857142857142,False
llama3.3_70b,Q4_Cauda_Longa,14571270,SCKL3,CENPJ,1,108,108.0,False
llama3.3_70b,Q4_Cauda_Longa,21525244,Bet3L.,TRAPPC13,7,29,4.142857142857143,False
llama3.3_70b,Q4_Cauda_Longa,8244384,GLUDP2,GLUD2,5,85,17.0,False
llama3.3_70b,Q4_Cauda_Longa,34121925,Lipocalin 10,ST2,8,293,36.625,False
llama3.3_70b,Q4_Cauda_Longa,37584416,LINC01559,HCP5,8,80,10.0,False
llama3.3_70b,Q4_Cauda_Longa,26898221,SENCR,FENDRR,9,36,4.0,False
llama3.3_70b,Q4_Cauda_Longa,34204736,OR5H2,OR51E2,4,31,7.75,False
llama3.3_70b,Q4_Cauda_Longa,37364417,FAM215A,HOTTIP,8,103,12.875,False
llama3.3_70b,Q4_Cauda_Longa,33221433,miR-5694,ENPP2,3,207,69.0,False
llama3.3_70b,Q4_Cauda_Longa,27371842,miR-449c,p53,7,11629,1661.2857142857142,False
llama3.3_70b,Q4_Cauda_Longa,11920285,PARK3,SNCA,3,2255,751.6666666666666,False
llama3.3_70b,Q4_Cauda_Longa,37890508,LINC01339,LINC00673,2,32,16.0,False
llama3.3_70b,Q4_Cauda_Longa,33045317,LINC00922,CCAT2,7,88,12.571428571428571,False
llama3.3_70b,Q4_Cauda_Longa,27510544,U6atac,U4atac,8,24,3.0,False
llama3.3_70b,Q4_Cauda_Longa,19193627,SUNC1,DPP6,9,73,8.11111111111111,True
llama3.3_70b,Q4_Cauda_Longa,32099381,LINC01124,MALAT1,2,682,341.0,False
llama3.3_70b,Q4_Cauda_Longa,16511635,SPG27,SPG10,2,134,67.0,False
llama3.3_70b,Q4_Cauda_Longa,33068730,long intergenic non-coding RNA 01087,NEAT1,5,473,94.6,False
llama3.3_70b,Q4_Cauda_Longa,30121664,Linc00515,BAG3,2,356,178.0,False
llama3.3_70b,Q4_Cauda_Longa,31520606,miR-23c,hsa-miR-23b,7,138,19.714285714285715,True
llama3.3_70b,Q4_Cauda_Longa,35264071,CATIP antisense RNA 1,NEAT1,1,473,473.0,False
llama3.3_70b,Q4_Cauda_Longa,31971830,miR-1293,miR-21,8,1580,197.5,False
llama3.3_70b,Q4_Cauda_Longa,31655495,LOC105377871,MDM4,1,355,355.0,False
llama3.3_70b,Q4_Cauda_Longa,30241482,RIPPLY3,GATA3,9,516,57.333333333333336,False
llama3.3_70b,Q4_Cauda_Longa,36934544,LINC01480,MIR100HG,2,21,10.5,False
llama3.3_70b,Q4_Cauda_Longa,24121108,NAT16,NAA30,8,30,3.75,False
llama3.3_70b,Q4_Cauda_Longa,35163220,miR4749,miR-122,6,434,72.33333333333333,False
llama3.3_70b,Q4_Cauda_Longa,8026106,MRX14,MRX1,2,81,40.5,False
llama3.3_70b,Q4_Cauda_Longa,17509818,Mimt1,Peg3,4,45,11.25,True
llama3.3_70b,Q4_Cauda_Longa,34588321,LINC01572,HULC,8,96,12.0,False
llama3.3_70b,Q4_Cauda_Longa,38396001,hsa-miR-7704,miR-122,4,434,108.5,False
llama3.3_70b,Q4_Cauda_Longa,33506901,DBH-AS1,XIST,9,263,29.22222222222222,False
llama3.3_70b,Q4_Cauda_Longa,27450454,GCASPC,MEG3,2,337,168.5,False
llama3.3_70b,Q4_Cauda_Longa,18065488,FXRbeta,SHP,4,161,40.25,False
llama3.3_70b,Q4_Cauda_Longa,36951025,miR-448-3p,miR-21,3,1580,526.6666666666666,False
llama3.3_70b,Q4_Cauda_Longa,25558065,WDR93,ZNF462,6,69,11.5,False
llama3.3_70b,Q3_Baixa_Popularidade,28276201,GRHL3,VANGL1,54,122,2.259259259259259,False
qwen3.6_35b,Q1_Super_Populares,23867349,OPN,PTGS2,1206,2314,1.9187396351575456,False
qwen3.6_35b,Q1_Super_Populares,29588308,VEGFR2,KIT,1105,1173,1.0615384615384615,False
qwen3.6_35b,Q1_Super_Populares,22590959,Sirt1,ULK1,1828,324,0.1772428884026258,False
qwen3.6_35b,Q1_Super_Populares,25310146,Interleukin 1 beta,IL-10,3216,3484,1.0833333333333333,False
qwen3.6_35b,Q1_Super_Populares,27595159,ICAM-1,IL-17A,1358,1656,1.2194403534609721,False
qwen3.6_35b,Q1_Super_Populares,17437619,GSTM1,GSTT1,2270,1900,0.8370044052863436,True
qwen3.6_35b,Q1_Super_Populares,20678555,DRD2,COMT,1329,2081,1.5658389766741911,True
qwen3.6_35b,Q1_Super_Populares,23359812,CTLA4,CD80,1339,243,0.18147871545929797,False
qwen3.6_35b,Q1_Super_Populares,25088788,IFN-gamma,IL-17,2159,1656,0.7670217693376563,True
qwen3.6_35b,Q1_Super_Populares,37392490,C-X-C chemokine receptor 4,CXCL12,2180,1471,0.6747706422018349,False
qwen3.6_35b,Q1_Super_Populares,12086670,BCL2,Kit,2227,1173,0.5267175572519084,True
qwen3.6_35b,Q1_Super_Populares,19254255,HLA DRB1,HLA-DQB1,2875,1556,0.5412173913043479,False
qwen3.6_35b,Q1_Super_Populares,24142575,p300,p53,1409,11629,8.253371185237757,False
qwen3.6_35b,Q1_Super_Populares,25735793,Beta-catenin,NF-kappaB,3367,3397,1.008910008910009,False
qwen3.6_35b,Q1_Super_Populares,26109559,p27KIP1,p27,1107,1,0.0009033423667570009,True
qwen3.6_35b,Q1_Super_Populares,19188749,COX-2,VEGF,2314,5214,2.2532411408815904,False
qwen3.6_35b,Q1_Super_Populares,20158519,Src,LAR,1520,142,0.09342105263157895,False
qwen3.6_35b,Q1_Super_Populares,26438079,ABCB1,ABCG2,2567,946,0.36852356836774447,False
qwen3.6_35b,Q1_Super_Populares,12966525,serotonin transporter,HTR1A,2401,401,0.1670137442732195,False
qwen3.6_35b,Q1_Super_Populares,14680975,PPARgamma,PNPLA3,2278,442,0.19402985074626866,False
qwen3.6_35b,Q1_Super_Populares,18816594,c-myc,PTC7,2704,182,0.0673076923076923,False
qwen3.6_35b,Q1_Super_Populares,20820192,BRCA1,OCT1,3456,253,0.07320601851851852,True
qwen3.6_35b,Q1_Super_Populares,26552750,CXCL12,CXCR4,1471,2180,1.4819850441876274,True
qwen3.6_35b,Q1_Super_Populares,20513078,PD-L1,PD-1,2649,1252,0.4726311815779539,False
qwen3.6_35b,Q1_Super_Populares,18683754,hMLH1,XRCC1,1112,1351,1.214928057553957,False
qwen3.6_35b,Q1_Super_Populares,22844442,CASP3,WNT4,1255,126,0.100398406374502,False
qwen3.6_35b,Q1_Super_Populares,24280143,RHOA,SEMA3A,1175,204,0.17361702127659576,False
qwen3.6_35b,Q1_Super_Populares,27423588,BIRC5,MTHFR,1365,3864,2.830769230769231,False
qwen3.6_35b,Q1_Super_Populares,39191344,Mapk14,LC3,1467,397,0.27062031356509886,False
qwen3.6_35b,Q1_Super_Populares,22673112,galectin-3,CRP,1065,1,0.0009389671361502347,False
qwen3.6_35b,Q1_Super_Populares,27507606,TLR2,TLR4,1624,2778,1.7105911330049262,False
qwen3.6_35b,Q1_Super_Populares,31357837,IGF-1R,SPRED1,1274,83,0.065149136577708,False
qwen3.6_35b,Q1_Super_Populares,31661551,MMP2,Wnt5a,1978,482,0.243680485338726,False
qwen3.6_35b,Q1_Super_Populares,36546586,MDM2) and 4,MDM4,2218,355,0.1600541027953111,True
qwen3.6_35b,Q1_Super_Populares,37661113,HDAC1,HDAC,1343,187,0.13924050632911392,False
qwen3.6_35b,Q1_Super_Populares,12858534,HIF-1 alpha,VEGF,3911,5214,1.3331628739452825,False
qwen3.6_35b,Q1_Super_Populares,20604950,p16INK4A,p27,2699,1,0.0003705075954057058,False
qwen3.6_35b,Q1_Super_Populares,25425967,interleukin-1alpha,HGF,1010,835,0.8267326732673267,False
qwen3.6_35b,Q1_Super_Populares,28256105,CYP2C19,CYP1A1,1111,1118,1.0063006300630064,False
qwen3.6_35b,Q1_Super_Populares,30853520,TLR2,TSLPR,1624,92,0.05665024630541872,True
qwen3.6_35b,Q1_Super_Populares,36737794,CD54,CD133,1358,631,0.4646539027982327,False
qwen3.6_35b,Q1_Super_Populares,15563891,APOE,TNF,5224,6448,1.234303215926493,False
qwen3.6_35b,Q1_Super_Populares,24721839,C-kit,TWIST1,1173,746,0.6359761295822677,False
qwen3.6_35b,Q1_Super_Populares,26073399,apolipoprotein A-I,LCAT,1129,197,0.1744906997342781,True
qwen3.6_35b,Q1_Super_Populares,32285172,TGf-beta1,PD-L1,5008,2649,0.5289536741214057,False
qwen3.6_35b,Q1_Super_Populares,20971508,CD44,CD11b,1496,352,0.23529411764705882,False
qwen3.6_35b,Q1_Super_Populares,21475975,RhoA,CD44,1175,1496,1.2731914893617022,False
qwen3.6_35b,Q1_Super_Populares,29862445,mTOR,PI3K,2569,1725,0.6714674970805761,False
qwen3.6_35b,Q1_Super_Populares,36172747,ctla-4,PD-1,1339,1252,0.935026138909634,False
qwen3.6_35b,Q1_Super_Populares,26635038,STAT1,STAT5,1158,441,0.38082901554404147,False
qwen3.6_35b,Q1_Super_Populares,30115631,E-cadherin,OCT4,2236,688,0.3076923076923077,False
qwen3.6_35b,Q1_Super_Populares,37916628,CYP2D6,KLF9,1089,103,0.0945821854912764,True
qwen3.6_35b,Q1_Super_Populares,15598682,RhoA,Rho,1175,248,0.21106382978723404,True
qwen3.6_35b,Q1_Super_Populares,22301914,paraoxonase 1,INSR,1283,756,0.5892439594699922,False
qwen3.6_35b,Q1_Super_Populares,30266980,interleukin-8,IL-6,2502,5468,2.185451638689049,False
qwen3.6_35b,Q1_Super_Populares,33502650,p65,NF-kappaB,1687,3397,2.013633669235329,True
qwen3.6_35b,Q1_Super_Populares,12748184,RhoA,Rho,1175,248,0.21106382978723404,True
qwen3.6_35b,Q1_Super_Populares,20532959,Paraoxonase 1,PNPLA8,1283,56,0.043647700701480906,False
qwen3.6_35b,Q1_Super_Populares,22499302,osteopontin,VEGF,1206,5214,4.323383084577115,False
qwen3.6_35b,Q1_Super_Populares,23573235,Bcl2,Ki-67,2227,1035,0.4647507858105074,False
qwen3.6_35b,Q1_Super_Populares,29903026,IFN-gamma,IL-10,2159,3484,1.6137100509495137,True
qwen3.6_35b,Q1_Super_Populares,18923427,XRCC1,PARP1,1351,1610,1.1917098445595855,False
qwen3.6_35b,Q1_Super_Populares,32541093,YAP1,ZEB1,1524,656,0.4304461942257218,False
qwen3.6_35b,Q1_Super_Populares,22986536,Notch1,STAT3,1591,3707,2.3299811439346323,False
qwen3.6_35b,Q1_Super_Populares,23653000,CXCL12,MTHFR,1471,3864,2.626784500339905,False
qwen3.6_35b,Q1_Super_Populares,28164497,Cytochrome P450 1A1,XRCC1,1118,1351,1.2084078711985689,False
qwen3.6_35b,Q1_Super_Populares,30257941,ERbeta,p53,1278,11629,9.099374021909233,False
qwen3.6_35b,Q1_Super_Populares,33530501,IL-17A,IL10,1656,3484,2.103864734299517,False
qwen3.6_35b,Q1_Super_Populares,16395669,GSTP1,NOS2,1727,18,0.010422698320787493,False
qwen3.6_35b,Q1_Super_Populares,18597093,VEGF,APOA1,5214,1129,0.2165324127349444,False
qwen3.6_35b,Q1_Super_Populares,19933216,GSTM1,SERPINA1,2270,763,0.33612334801762117,True
qwen3.6_35b,Q1_Super_Populares,23568005,Cyclin D1,p63,1799,967,0.537520844913841,False
qwen3.6_35b,Q1_Super_Populares,15858598,IFNG,IL12A,2159,464,0.21491431218156554,False
qwen3.6_35b,Q1_Super_Populares,17575262,ERK1/2,AKT,2345,3746,1.5974413646055436,False
qwen3.6_35b,Q1_Super_Populares,28956745,Peroxisome Proliferator-Activated Receptor-gamma2,LPL,2278,787,0.34547848990342406,False
qwen3.6_35b,Q1_Super_Populares,29950413,STAT3,OCT4,3707,688,0.1855948206096574,False
qwen3.6_35b,Q1_Super_Populares,20541434,leptin,Adiponectin,1914,2464,1.2873563218390804,False
qwen3.6_35b,Q1_Super_Populares,25033841,nucleophosmin,ZBTB16,1194,195,0.16331658291457288,False
qwen3.6_35b,Q1_Super_Populares,29358618,EZH2,TET2,1554,474,0.305019305019305,False
qwen3.6_35b,Q1_Super_Populares,21524306,JNK,p73,1060,694,0.6547169811320754,False
qwen3.6_35b,Q1_Super_Populares,11229461,HLA-B27,HLA-A,2225,1682,0.7559550561797753,False
qwen3.6_35b,Q1_Super_Populares,21061795,bcl-2,p16,2227,1,0.000449034575662326,False
qwen3.6_35b,Q1_Super_Populares,21320563,Toll-like receptor 2,TNF,1624,6448,3.9704433497536944,False
qwen3.6_35b,Q1_Super_Populares,27535224,ATM,NF-kappaB,1579,3397,2.1513616212792908,True
qwen3.6_35b,Q1_Super_Populares,14693408,beta2-adrenergic receptor,ADRB1,1130,392,0.34690265486725663,False
qwen3.6_35b,Q1_Super_Populares,28416193,LEP,LEPR,1914,748,0.39080459770114945,False
qwen3.6_35b,Q1_Super_Populares,17106238,p16,KRAS,2699,3056,1.132271211559837,False
qwen3.6_35b,Q1_Super_Populares,20072139,CTLA4,PTPN22,1339,590,0.4406273338312173,True
qwen3.6_35b,Q1_Super_Populares,22883195,caveolin-1,Adiponectin,1228,2464,2.006514657980456,False
qwen3.6_35b,Q1_Super_Populares,25381333,CYP2D6,CYP2C9,1089,974,0.8943985307621671,False
qwen3.6_35b,Q1_Super_Populares,20041156,LRRK2,PARK2,1110,992,0.8936936936936937,False
qwen3.6_35b,Q1_Super_Populares,20457620,NF-kappaB p65,NF-kappaB,1687,3397,2.013633669235329,True
qwen3.6_35b,Q1_Super_Populares,21262832,C-KIT,FLT3,1173,835,0.711849957374254,False
qwen3.6_35b,Q1_Super_Populares,25556445,insulin-like growth factor 1 receptor,BCL2,1274,2227,1.7480376766091053,False
qwen3.6_35b,Q1_Super_Populares,27058219,prothrombin,PROS1,1489,260,0.17461383478844864,False
qwen3.6_35b,Q1_Super_Populares,32310186,LRRK2,PARK2,1110,992,0.8936936936936937,False
qwen3.6_35b,Q1_Super_Populares,34256773,PD-L1,PD-1,2649,1252,0.4726311815779539,False
qwen3.6_35b,Q1_Super_Populares,15539430,Cyclin D1,SMRT,1799,375,0.2084491384102279,False
qwen3.6_35b,Q1_Super_Populares,18085494,interleukin-1alpha,TNF-alpha,1010,6448,6.3841584158415845,False
qwen3.6_35b,Q1_Super_Populares,21832283,VEGF,VEGFR,5214,1105,0.2119294207901803,False
qwen3.6_35b,Q1_Super_Populares,32921413,PPARgamma,GLUT4,2278,230,0.1009657594381036,False
qwen3.6_35b,Q1_Super_Populares,33117339,IL18,IL12B,1191,601,0.5046179680940386,False
qwen3.6_35b,Q1_Super_Populares,15667866,GSTM1,GSTP1,2270,1727,0.7607929515418502,False
qwen3.6_35b,Q1_Super_Populares,15811326,p16,PML,2699,686,0.25416821044831417,False
qwen3.6_35b,Q1_Super_Populares,23033269,IL-17,SOCS3,1656,554,0.33454106280193235,True
qwen3.6_35b,Q1_Super_Populares,23543084,XRCC1,OGG1,1351,656,0.4855662472242783,False
qwen3.6_35b,Q1_Super_Populares,17164408,IGF1,PI3K,2076,1725,0.8309248554913294,False
qwen3.6_35b,Q1_Super_Populares,21135555,brain-derived neurotrophic factor,GFAP,2560,384,0.15,False
qwen3.6_35b,Q1_Super_Populares,26096306,EZH2,p14ARF,1554,2699,1.7368082368082367,False
qwen3.6_35b,Q1_Super_Populares,10898498,HLA-C.,HLA-G,1113,984,0.8840970350404312,True
qwen3.6_35b,Q1_Super_Populares,23158993,Foxp3,IL-17,1171,1656,1.4141759180187874,True
qwen3.6_35b,Q1_Super_Populares,25464604,integrin beta-3,PLA2,1223,74,0.06050695012264922,True
qwen3.6_35b,Q1_Super_Populares,29763840,interleukins 4 and 10,IL-6,1301,5468,4.202920830130669,False
qwen3.6_35b,Q1_Super_Populares,33966039,EZH2,TRAF6,1554,875,0.5630630630630631,True
qwen3.6_35b,Q1_Super_Populares,10640275,HDAC1,HDAC3,1343,512,0.3812360387192852,False
qwen3.6_35b,Q1_Super_Populares,15535843,RhoA,Rho,1175,248,0.21106382978723404,True
qwen3.6_35b,Q1_Super_Populares,18175066,AGT,ACE,1161,2771,2.3867355727820843,False
qwen3.6_35b,Q1_Super_Populares,19152241,interleukin-18,CYP1A1,1191,1118,0.9387069689336692,False
qwen3.6_35b,Q1_Super_Populares,20693286,ERK1/2,ERK,1498,2345,1.5654205607476634,True
qwen3.6_35b,Q1_Super_Populares,21590492,FAK,ERK,1103,2345,2.126019945602901,False
qwen3.6_35b,Q1_Super_Populares,31111520,p16,ERG,2699,493,0.18266024453501298,True
qwen3.6_35b,Q1_Super_Populares,21948293,Vitamin d receptor,GSTT1,2492,1900,0.7624398073836276,False
qwen3.6_35b,Q1_Super_Populares,22631677,FAS,IL-10,1262,3484,2.7606973058637085,False
qwen3.6_35b,Q1_Super_Populares,25854163,STAT3,SRF,3707,233,0.06285405988670084,False
qwen3.6_35b,Q1_Super_Populares,32770964,HO-1,vaspin,1207,166,0.1375310687655344,False
qwen3.6_35b,Q1_Super_Populares,38093209,intercellular adhesion molecule-1,CD36,1358,548,0.40353460972017674,False
qwen3.6_35b,Q1_Super_Populares,38779680,Plasminogen activator inhibitor-1,STAT3,1549,3707,2.393156875403486,False
qwen3.6_35b,Q1_Super_Populares,15908432,GRP78,LRP,1188,540,0.45454545454545453,False
qwen3.6_35b,Q1_Super_Populares,17724596,toll-like receptor-4 and 8,CD14,2778,824,0.2966162706983441,False
qwen3.6_35b,Q1_Super_Populares,24522376,Akt,PI3K,3746,1725,0.4604911906033102,True
qwen3.6_35b,Q1_Super_Populares,27113703,CYP 3A4 and 1A1,CYP2C9,1118,974,0.8711985688729875,False
qwen3.6_35b,Q1_Super_Populares,30784360,NF-kappaB,PIM,3397,301,0.08860759493670886,True
qwen3.6_35b,Q1_Super_Populares,19337385,NLRP3,NOD1,1295,261,0.20154440154440154,True
qwen3.6_35b,Q1_Super_Populares,19750329,CYP1A1,CYP2A6,1118,318,0.2844364937388193,False
qwen3.6_35b,Q1_Super_Populares,37379210,p53,PD-1,11629,1252,0.10766187978330037,True
