modelo,estrato,pmid,gold_answer,resposta_modelo,alias_nebb,termo_que_casou,origem_termo,comprimento_termo,casou_por_alias,casou_por_resposta,contexto,veredito_manual,nota_revisor
llama3.3_70b,Q1_Super_Populares,31983437,amyloid precursor protein,APP,app,app,alias_nebb,3,True,True,"...d that crbn recognizes the c-terminal region of the [mask] (app), a protein known for its involvement in the development of...",,
llama3.3_70b,Q1_Super_Populares,33446896,CD117,KIT,kit,kit,alias_nebb,3,True,True,"...ression and activation by its ligand stem cell factor (scf, kit ligand, steel factor) alter prostate cancer aggressiveness,...",,
llama3.3_70b,Q1_Super_Populares,33813478,mir-21,miR21-3p,mir21,mir21,alias_nebb,5,True,True,"... were able to determine 49 samples of hsa-mir210-3p and hsa-mir21-3p from maternal plasma, 44 samples of hsa-mir210-3p and 37...",,
llama3.3_70b,Q1_Super_Populares,34271894,Programmed cell death protein-1,PD-1,pd-1,pd-1,alias_nebb,4,True,True,...[mask] (pd-1) protects liver damage by suppressing ifn-gamma expression ...,,
llama3.3_70b,Q1_Super_Populares,36546586,MDM2) and 4,MDM2,mdm2,mdm2,alias_nebb,4,True,True,...linical trials with drugs that prevent interactions between mdm2/mdm4 and p53. bone marrow samples from 111 patients with ac...,,
llama3.3_70b,Q1_Super_Populares,38441376,p38 MAP kinase,P38,p38,p38,alias_nebb,3,True,True,... 10 days +- anti-cd40/recombinant il-4 +- inhibitor of phos-p38. culture supernatants were assayed for ige (elisa). phos-[m...,,
llama3.3_70b,Q1_Super_Populares,7607642,angiotensinogen,AGT,agt,agt,alias_nebb,3,True,True,"...characterization of new mutations in the human [mask] gene (agt). as part of the multicenter project entitled ""pathobiologi...",,
qwen3.6_35b,Q4_Cauda_Longa,11054531,keratinocyte differentiation-associated protein,Kdap,kdap,kdap,alias_nebb,4,True,True,"...kdap, a novel gene associated with the stratification of the epi...",,
qwen3.6_35b,Q4_Cauda_Longa,12869548,Rheb1,Rheb,rheb,rheb,alias_nebb,4,True,True,...identification of dominant negative mutants of rheb gtpase and their use to implicate the involvement of human ...,,
qwen3.6_35b,Q4_Cauda_Longa,25752612,N-acetylated alpha-linked acidic dipeptidase-like protein,HILAP,hilap,hilap,alias_nebb,5,True,True,...est a new name for this enzyme: human ileal aminopeptidase (hilap)...,,
qwen3.6_35b,Q4_Cauda_Longa,26884884,dual-specificity phosphatase 5 pseudogene 1,DUSP5P1,dusp5p1,dusp5p1,alias_nebb,7,True,True,...high expression of [mask] (dusp5p1) is associated with poor prognosis in acute myeloid leukemi...,,
qwen3.6_35b,Q4_Cauda_Longa,29084806,LOC102723505,ROCR,rocr,rocr,alias_nebb,4,True,True,...the long non-coding rna rocr contributes to sox9 expression and chondrogenic differentia...,,
qwen3.6_35b,Q4_Cauda_Longa,29110645,Long intergenic non-protein-coding RNA 1567,LOCCS,loccs,loccs,alias_nebb,5,True,True,"...n ability, and tumorigenicity of cd133+/cd166+/cd44+ cells. loccs-sirna and pcdna-loccs plasmid vectors were constructed and ...",,
qwen3.6_35b,Q4_Cauda_Longa,30539011,MicroRNA-4739,miRNA-4739,mirna-4739,mirna-4739,alias_nebb,10,True,True,"...pendent cohorts, qrt-pcr validation confirmed the increased mirna-4739 level in patients with cli versus patients without cli. mir...",,
qwen3.6_35b,Q4_Cauda_Longa,30951563,microRNA-4474/4717,miR-4474,mir-4474,mir-4474,alias_nebb,8,True,True,...hip human transcriptome array 2.0. the results suggest that mir-4474 and [mask] are up-regulated in crc tissues in response to f...,,
qwen3.6_35b,Q4_Cauda_Longa,31019085,LOC105372576,WAKMAR1,wakmar1,wakmar1,alias_nebb,7,True,True,...human skin long noncoding rna wakmar1 regulates wound healing by enhancing keratinocyte migration...,,
qwen3.6_35b,Q4_Cauda_Longa,32000125,LINC01011,CISAL,cisal,cisal,alias_nebb,5,True,True,...lncrna cisal inhibits brca1 transcription by forming a tertiary structur...,,
qwen3.6_35b,Q4_Cauda_Longa,32818652,OATP1B3-1B7,SLCO1B3-SLCO1B7,slco1b3-slco1b7,slco1b3-slco1b7,alias_nebb,15,True,True,"...s a novel member of the oatp1b-subfamily, and is encoded by slco1b3-slco1b7 readthrough deriving from the genes slco1b3 and slco1b7 on ...",,
qwen3.6_35b,Q4_Cauda_Longa,33046716,LINC01546,Vimentin associated lncRNA,vimentin associated lncrna,vimentin associated lncrna,alias_nebb,26,True,True,"...rna) profiling induced by active akt, we identify that val (vimentin associated lncrna, [mask]), which is directly induced by akt/stat3 signaling,...",,
qwen3.6_35b,Q4_Cauda_Longa,33789307,MiR-3161,miRNA-3161,mirna-3161,mirna-3161,alias_nebb,10,True,True,...l in patients. rs2953 t allele introduced a binding site to mirna-3161 and thus decreased luciferase activity. conclusion: polymor...,,
qwen3.6_35b,Q4_Cauda_Longa,35034552,ADORA2A antisense RNA 1,ADORA2A-AS1,adora2a-as1,adora2a-as1,alias_nebb,11,True,True,...he potential role and molecular mechanism of lncrna [mask] (adora2a-as1) in cml. we found that the expression of adora2a-as1 was up...,,
qwen3.6_35b,Q4_Cauda_Longa,35388952,DLG1 Antisense RNA 1,DLG1-AS1,dlg1-as1,dlg1-as1,alias_nebb,8,True,True,...lncrna dlg1-as1 promotes cervical cancer cell gemcitabine resistance by reg...,,
qwen3.6_35b,Q4_Cauda_Longa,37014032,Myoregulin,MLN,mln,mln,alias_nebb,3,True,True,"...cidic residue in the calcium pump regulator [mask]. [mask] (mln) is a member of the regulin family, a group of homologous m...",,
qwen3.6_35b,Q4_Cauda_Longa,38300343,mir-4638,MicroRNA-4638-3p,microrna 4638,MicroRNA-4638-3p,resposta,16,False,True,...in vivo validation of the functional role of microrna-4638-3p in breast cancer bone metastasis. purpose: skeletal metasta...,,
qwen3.6_35b,Q4_Cauda_Longa,6672765,c-K-ras-1,K-ras-1,k-ras-1,k-ras-1,alias_nebb,7,True,True,"...regional chromosomal localization of n-ras, k-ras-1, k-ras-2 and myb oncogenes in human cells. the identificati...",,
qwen3.6_35b,Q3_Baixa_Popularidade,10072585,peptidyl prolyl isomerase-like 1,PPIL1,ppil1,ppil1,alias_nebb,5,True,True,...reassignment of [mask] gene (ppil1) to human chromosome region 6p21.1 by radiation hybrid mapp...,,
qwen3.6_35b,Q3_Baixa_Popularidade,24972756,NFKB activating protein-like,NKAPL,nkapl,nkapl,alias_nebb,5,True,True,...resequencing and association study of the [mask] gene (nkapl) in schizophrenia. objectives: schizophrenia is a highly in...,,
qwen3.6_35b,Q3_Baixa_Popularidade,31416616,apoptosis related protein 3,APR3,apr3,apr3,alias_nebb,4,True,True,...ng protein of nell-1. results showed that nell-1 and [mask](apr3) expression levels were high in odontoblasts and inversely ...,,
qwen3.6_35b,Q3_Baixa_Popularidade,31932686,Lck interacting transmembrane adaptor 1,LIME1,lime1,lime1,alias_nebb,5,True,True,"...dence of ase in one or both cell types. in the [mask] gene (lime1), for example, we were able to show that in both cell types...",,
qwen3.6_35b,Q3_Baixa_Popularidade,32332102,TRAPgamma,SSR3,ssr3,ssr3,alias_nebb,4,True,True,"... a patient with a homozygous start codon variant in [mask] (ssr3), absence of [mask] causes disruption of the trap complex, ...",,
qwen3.6_35b,Q3_Baixa_Popularidade,32367058,sorbitol dehydrogenase,SORD,sord,sord,alias_nebb,4,True,True,...biallelic mutations in sord cause a common and potentially treatable hereditary neuropa...,,
qwen3.6_35b,Q3_Baixa_Popularidade,37822942,MicroRNA-510,miR-510-5p,mir-510,mir-510,alias_nebb,7,True,True,...mechanism of cav1 loss is unknown. we previously identified mir-510-5p as a novel oncomir and propose here that the high levels...,,
qwen3.6_35b,Q2_Medios,10364477,endothelial cell protein C receptor,Protein C/activated protein C receptor,protein c receptor,protein c receptor,alias_nebb,18,True,True,...ecently identified the endothelial cell protein c/activated protein c receptor ([mask]) which is capable of high-affinity binding for prot...,,
qwen3.6_35b,Q2_Medios,11257441,Sortilin,gp95/neurotensin receptor,gp95,gp95,alias_nebb,4,True,False,"...n signaling and cellular trafficking? the identification of gp95[mask], a sorting protein, as being the 100 kda neurotensin ...",,
qwen3.6_35b,Q2_Medios,11309369,Ectodysplasin,EDA,eda,eda,alias_nebb,3,True,True,...binds to the edar protein. anhidrotic ectodermal dysplasia (eda) is an x-linked disorder characterized by abnormal developm...,,
qwen3.6_35b,Q2_Medios,12072807,fibroblast growth factor receptor 2,FGFR2,fgfr2,fgfr2,alias_nebb,5,True,True,...sacral appendage associated with a mutation in fgfr2. we report a baby with craniosynostosis and a sacral append...,,
qwen3.6_35b,Q2_Medios,16329101,lysozyme,LYZ,lyz,lyz,alias_nebb,3,True,True,"...in exon 2 (p.t70n) and exon 4 (p.w112r) of the [mask] gene (lyz), with both mutations being present on the same allele. thi...",,
qwen3.6_35b,Q2_Medios,16333843,SFTPB,SP-B,sp-b,sp-b,alias_nebb,4,True,True,...549c > gaa (121ins2) mutation causing surfactant protein b (sp-b) deficiency. the [mask] gene indel g.1549c > gaa (121ins2) ...,,
qwen3.6_35b,Q2_Medios,16944293,IFN-gamma receptor (IFNGR)-1 and 2,IFNGR-1,ifngr,ifngr,alias_nebb,5,True,False,"...n +874, in the [mask] gene at positions -56 and +95, in the ifngr-2 gene at the second position of codon 64 (gln64arg), and i...",,
qwen3.6_35b,Q2_Medios,18165231,CB1R,CB1 receptors,cb1,cb1,alias_nebb,3,True,False,...ratinocyte differentiation by inducing dna methylation in a cb1 receptor-dependent manner. anandamide (arachidonoylethanola...,,
qwen3.6_35b,Q2_Medios,18619034,peroxiredoxin 6,Prx,prx,prx,alias_nebb,3,True,True,...f [mask] with the yeast two-hybrid system]. peroxiredoxins (prx) are a family of nonselenium peroxidases that are involved ...,,
qwen3.6_35b,Q2_Medios,19706884,T-cell receptor (TCR) alpha and beta,TCR,TCR,TCR,alias_nebb,3,True,True,"...up to 10(16) distinct alphabeta pairs, direct assessment of tcr cdr3 diversity has not proved amenable to standard capillar...",,
qwen3.6_35b,Q2_Medios,20655364,hcrt,orexin,orexin,orexin,alias_nebb,6,True,True,...cerebrospinal fluid hypocretin-1 (orexin a) levels in mania compared to unipolar depression and heal...,,
qwen3.6_35b,Q2_Medios,21738396,versican,VCAN,vcan,vcan,alias_nebb,4,True,True,...a new vcan/[mask] splice acceptor site mutation in a french wagner fam...,,
qwen3.6_35b,Q2_Medios,22185200,CypA,Cyclophilin A,cyclophilin a,cyclophilin a,alias_nebb,13,True,True,...the host-pathogen interaction of human cyclophilin a and hiv-1 vpr requires specific n-terminal and novel c-term...,,
qwen3.6_35b,Q2_Medios,26535939,FK506 binding protein 5,FKBP5,fkbp5,fkbp5,alias_nebb,5,True,True,... marijuana dependence: examining moderation by [mask] gene (fkbp5). the current study examined the prospective association be...,,
qwen3.6_35b,Q2_Medios,26753883,T-cell receptor (TCR) beta,TCRbeta,TCR,TCR,alias_nebb,3,True,False,...e cell lymphoma arises in thymocytes and requires transient tcr expression for thymic egress. anaplastic large cell lymphom...,,
qwen3.6_35b,Q2_Medios,30168048,complement 3,C3,c3,c3,alias_nebb,2,True,True,...at diagnosis. objectives: we investigated whether low serum c3 level can cross-sectionally estimate severe antineutrophil ...,,
qwen3.6_35b,Q2_Medios,33191341,Dickkopf-3,DKK3,dkk3,dkk3,alias_nebb,4,True,True,...ary stenosis in an asymptomatic chinese cohort. dickkopp-3 (dkk3) has been identified to play a protection role against athe...,,
qwen3.6_35b,Q1_Super_Populares,12750767,IDDM2,INS,ins,ins,alias_nebb,3,True,True,...o determine whether combining iddm1/hla and [mask]/ [mask]( ins) 5' variable number of tandem repeat locus (vntr) genotypes...,,
qwen3.6_35b,Q1_Super_Populares,14612430,TNF,tumor necrosis factor,tumor necrosis factor,tumor necrosis factor,alias_nebb,21,True,True,"...mediated by the mapk/erk pathway. the transmembrane form of tumor necrosis factor (m[mask]), expressed on activated monocytes (mo) and macrop...",,
qwen3.6_35b,Q1_Super_Populares,14758530,IL-1ra,IL1RN,il1rn,il1rn,alias_nebb,5,True,True,"...lleles of the [mask] gene were identified and designated as il1rn*1, il1rn*2, il1rn*3, il1rn*4, and il1rn*5, according to the...",,
qwen3.6_35b,Q1_Super_Populares,14986816,interleukin (IL)1alpha,IL1,il1,il1,alias_nebb,3,True,True,"... analysis of the [mask]( - 889), il1beta( - 511 and +3954), il1 receptor agonist (ra)(intron2 vntr), il4(intron3 vntr) and ...",,
qwen3.6_35b,Q1_Super_Populares,15802968,CC-chemokine receptor 5,CCR5,ccr5,ccr5,alias_nebb,4,True,True,...frequency of the ccr5-delta32 mutant allele is not increased in belgian hepatitis...,,
qwen3.6_35b,Q1_Super_Populares,17310371,insulin,INS,ins,ins,alias_nebb,3,True,True,...ed for all children and 1090 children also had [mask] gene (ins) variable number of tandem repeats (vntr) typing. results: ...,,
qwen3.6_35b,Q1_Super_Populares,18160396,adenomatous polyposis coli protein,APC,apc,apc,alias_nebb,3,True,True,...ications for cell survival. the adenomatous polyposis coli (apc) protein tumor suppressor is mutated in the majority of col...,,
qwen3.6_35b,Q1_Super_Populares,18674658,"interleukin (IL)-4, -10, and -13",IL-13,IL,IL,alias_nebb,2,True,True,"...mined 72 single nucleotide polymorphisms (snps) in 6 genes: il-4, il-4 receptor, [mask], [mask] receptor alpha, [mask] rec...",,
qwen3.6_35b,Q1_Super_Populares,20932315,EP300,P300,p300,p300,alias_nebb,4,True,True,"...rs. mutations in transcriptional co-activator genes-cited2, p300, cbp, tfap2alpha, carm1 and cart1 result in ntds in murine ...",,
qwen3.6_35b,Q1_Super_Populares,21035110,interleukin-1,IL1,il1,il1,alias_nebb,3,True,True,"...0026 respectively). the a1 allele and a1/a1 genotype of the il1-rn-vntr were significantly increased in cp (p(corr)=0.0007,...",,
qwen3.6_35b,Q1_Super_Populares,21097678,p38 mitogen-activated protein kinase,p38,p38,p38,alias_nebb,3,True,True,...ancer cell migration is mediated by nag-1 induction via the p38 mapk-p75(ntr) pathway. the nonsteroidal anti-inflammatory d...,,
qwen3.6_35b,Q1_Super_Populares,27781293,methylenetetrahydrofolate reductase,MTHFR,mthfr,mthfr,alias_nebb,5,True,True,...methotrexate elimination and toxicity: mthfr 677c>t polymorphism in patients with primary cns lymphoma t...,,
qwen3.6_35b,Q1_Super_Populares,33813478,mir-21,miR21,mir21,mir21,alias_nebb,5,True,True,"... were able to determine 49 samples of hsa-mir210-3p and hsa-mir21-3p from maternal plasma, 44 samples of hsa-mir210-3p and 37...",,
qwen3.6_35b,Q1_Super_Populares,38368381,specificity protein 1,SP1,sp1,sp1,alias_nebb,3,True,True,"...rbbp7, regulated by sp1, enhances the warburg effect to facilitate the proliferatio...",,
qwen3.6_35b,Q1_Super_Populares,38441376,p38 MAP kinase,p38,p38,p38,alias_nebb,3,True,True,... 10 days +- anti-cd40/recombinant il-4 +- inhibitor of phos-p38. culture supernatants were assayed for ige (elisa). phos-[m...,,
qwen3.6_35b,Q1_Super_Populares,7683646,IGF-I,IGF-II,igf,igf,alias_nebb,3,True,False,...vide a useful tool for dissecting the role of the different igf binding macromolecules in the mediation of [mask]i actions...,,
