estrato,pmid,geneid,hgnc_symbol,status,forma_casada,trecho_evidencia
Q1_Super_Populares,25381333,1565,CPD6; CYP2D; CYP2D6; CYP2D7AP; CYP2D7BP; CYP2D7P2; CYP2D8P2; CYP2DL1; P450-DB1; P450C2D,sobreviveu,,
Q1_Super_Populares,32188625,7450,F8VWF; VWF,sobreviveu,,
Q1_Super_Populares,26560848,1312,COMT,sobreviveu,,
Q1_Super_Populares,33097595,472,ATA; ATC; ATD; ATDC; ATM; TEL1; TELO1,descarte_b_no_abstract,ATM,Phosphorylation of SMURF2 by ATM exerts a negative feedback control of D
Q1_Super_Populares,27693464,3383,BB2; CD54; ICAM1,descarte_a_fora_abstract,,
Q1_Super_Populares,16286511,154,ADRB2; ADRB2R; ADRBR; ARB2; B2AR; BAR,sobreviveu,,
Q1_Super_Populares,27068509,3958,GALIG; LGALS2; LGALS3; MAC-2,descarte_a_fora_abstract,,
Q1_Super_Populares,32310186,120892,DKFZp434H2111; FLJ45829; LRRK2; PARK8; RIPK7; ROCO2,sobreviveu,,
Q1_Super_Populares,27077983,627,BDNF,sobreviveu,,
Q1_Super_Populares,26393682,3845,K-Ras4B; KRAS; KRAS1; KRAS2,descarte_a_fora_abstract,,
Q1_Super_Populares,23133622,7316,UBC,descarte_a_fora_abstract,,
Q1_Super_Populares,33644029,3309,BiP; GRP78; HSPA5,descarte_a_fora_abstract,,
Q1_Super_Populares,12964021,2153,F5; fV,sobreviveu,,
Q1_Super_Populares,34256773,29126,B7-H; B7-H1; B7H1; CD274; PD-L1; PDCD1LG1; PDL1,sobreviveu,,
Q1_Super_Populares,21262832,3815,C-Kit; CD117; KIT; PBT; SCFR,sobreviveu,,
Q1_Super_Populares,18489822,1401,CRP; PTX1,sobreviveu,,
Q1_Super_Populares,21244504,4318,CLG4B; MMP9,sobreviveu,,
Q1_Super_Populares,25556445,3480,CD221; IGF1R; IGFIR; IGFR; JTK13; MGC18216,sobreviveu,,
Q1_Super_Populares,20457620,5970,NFKB3; RELA; p65,sobreviveu,,
Q1_Super_Populares,27058219,2147,F2,sobreviveu,,
Q1_Super_Populares,20041156,120892,DKFZp434H2111; FLJ45829; LRRK2; PARK8; RIPK7; ROCO2,sobreviveu,,
Q1_Super_Populares,29120858,6696,BNSP; BSPI; ETA-1; OPN; SPP1; lnc-PKD2-2-3,sobreviveu,,
Q1_Super_Populares,24145278,920,CD4; Leu-3; T4,descarte_a_fora_abstract,,
Q1_Super_Populares,37909722,207,AKT; AKT1; PKB; PRKBA; RAC; RAC-alpha,sobreviveu,,
Q1_Super_Populares,12052755,4193,HDM2; MDM2; MGC5370,sobreviveu,,
Q1_Super_Populares,23814118,5054,PAI; PAI1; PLANH1; SERPINE1,sobreviveu,,
Q1_Super_Populares,20838991,1557,CPCJ; CYP2C; CYP2C19; P450IIC19,sobreviveu,,
Q1_Super_Populares,19443353,5054,PAI; PAI1; PLANH1; SERPINE1,sobreviveu,,
Q1_Super_Populares,20061380,7040,CED; DPD1; TGFB; TGFB1; TGFbeta,sobreviveu,,
Q1_Super_Populares,18085494,3552,IL-1A; IL1; IL1-ALPHA; IL1A; IL1F1,sobreviveu,,
Q1_Super_Populares,32921413,5468,NR1C3; PPARG; PPARG1; PPARG2; PPARgamma,sobreviveu,,
Q1_Super_Populares,29133922,5594,ERK; ERK2; MAPK1; MAPK2; PRKM1; PRKM2; p41mapk,descarte_a_fora_abstract,,
Q1_Super_Populares,27282980,4790,KBF1; NF-kB1; NF-kappaB; NFKB-p50; NFKB1; NFkappaB; p105; p50,sobreviveu,,
Q1_Super_Populares,16164743,4846,ECNOS; NOS3; eNOS,sobreviveu,,
Q1_Super_Populares,30297360,367,AIS; AR; DHTR; HUMARA; NR3C4; SBMA; SMAX1,sobreviveu,,
Q1_Super_Populares,20623181,4780,NFE2L2; NRF-2; NRF2,sobreviveu,,
Q1_Super_Populares,12952980,335,APOA1,sobreviveu,,
Q1_Super_Populares,28383562,142,ADPRT; ARTD1; PARP; PARP1; PARS; PPOL; Poly-PARP,sobreviveu,,
Q1_Super_Populares,21832283,7422,VEGF; VEGF-A; VEGFA; VPF,sobreviveu,,
Q1_Super_Populares,33117339,3606,IGIF; IL-18; IL-1g; IL18; IL1F4,sobreviveu,,
Q1_Super_Populares,16835890,1027,CDKN1B; KIP1; P27KIP1,descarte_a_fora_abstract,,
Q1_Super_Populares,24606688,1234,CC-CKR-5; CCR5; CD195; CKR-5; CKR5; CMKBR5; IDDM22,sobreviveu,,
Q1_Super_Populares,15539430,595,BCL1; CCND1; D11S287E; PRAD1; U21B31,sobreviveu,,
Q1_Super_Populares,26330555,8878,A170; OSIL; PDB3; SQSTM1; p60; p62; p62B,descarte_a_fora_abstract,,
Q1_Super_Populares,31160578,983,CDC2; CDC28A; CDK1,descarte_a_fora_abstract,,
Q1_Super_Populares,27855376,4088,HsT17436; JV15-2; MADH3; SMAD3,sobreviveu,,
Q1_Super_Populares,15718424,183,AGT; SERPINA8,sobreviveu,,
Q1_Super_Populares,38117590,3105,HLA-A,descarte_a_fora_abstract,,
Q1_Super_Populares,22209294,5290,PI3K; PIK3CA,sobreviveu,,
Q1_Super_Populares,7951252,6647,ALS; ALS1; IPOA; SOD1,sobreviveu,,
Q1_Super_Populares,32109558,79068,ALKBH9; FTO; IFEX9; KIAA1752; MGC5149,sobreviveu,,
Q1_Super_Populares,39617063,2033,EP300; KAT3B; p300,descarte_a_fora_abstract,,
Q1_Super_Populares,38594840,3845,K-Ras4B; KRAS; KRAS1; KRAS2,sobreviveu,,
Q1_Super_Populares,7683646,3479,IGF; IGF-I; IGF1; IGF1A; IGFI,sobreviveu,,
Q1_Super_Populares,19921474,4318,CLG4B; MMP9,sobreviveu,,
Q1_Super_Populares,20228199,3605,CTLA8; IL-17; IL-17A; IL17; IL17A,descarte_b_no_abstract,IL-17,IL-17-mediated monocyte migration occurs part
Q1_Super_Populares,20452981,7157,LFS1; TP53; p53,sobreviveu,,
Q1_Super_Populares,29887526,3309,BiP; GRP78; HSPA5,sobreviveu,,
Q1_Super_Populares,15667866,2944,GST1; GSTM1; H-B; MU,sobreviveu,,
Q1_Super_Populares,23543084,7515,RCC; XRCC1,sobreviveu,,
Q1_Super_Populares,15811326,1029,ARF; CAI2; CDK4I; CDKN2; CDKN2A; CMM2; INK4; INK4a; MLM; MTS1; P16-INK4A; p14; p14ARF; p16; p16INK4a; p19; p19Arf,sobreviveu,,
Q1_Super_Populares,27192561,6774,APRF; STAT3,sobreviveu,,
Q1_Super_Populares,25920026,5468,NR1C3; PPARG; PPARG1; PPARG2; PPARgamma,sobreviveu,,
Q1_Super_Populares,23033269,3605,CTLA8; IL-17; IL-17A; IL17; IL17A,sobreviveu,,
Q1_Super_Populares,19659809,177,AGER; RAGE; SCARJ1; sRAGE,descarte_a_fora_abstract,,
Q1_Super_Populares,27354275,7422,VEGF; VEGF-A; VEGFA; VPF,sobreviveu,,
Q1_Super_Populares,23509992,4288,Ki-67; MIB-1; MKI67; PPP1R105,descarte_b_no_abstract,Ki-67,"isk score? The prognostic value of p53, Ki-67 and thymidylate synthase in patients un"
Q1_Super_Populares,12226742,4846,ECNOS; NOS3; eNOS,sobreviveu,,
Q1_Super_Populares,16388492,3565,BCGF-1; BCGF1; BSF1; IL-4; IL4; MGC79402,sobreviveu,,
Q1_Super_Populares,24818561,3107,D6S204; HLA-C; HLA-JY3; PSORS1,sobreviveu,,
Q1_Super_Populares,22631655,4288,Ki-67; MIB-1; MKI67; PPP1R105,descarte_a_fora_abstract,,
Q1_Super_Populares,24130607,110806262,,descarte_nao_verificavel,,
Q1_Super_Populares,25000517,7015,EST2; TCS1; TERT; TP2; TRT; hEST2,descarte_a_fora_abstract,,
Q1_Super_Populares,18815279,2033,EP300; KAT3B; p300,sobreviveu,,
Q1_Super_Populares,21049023,3123,HLA-DR1B; HLA-DRB1,sobreviveu,,
Q1_Super_Populares,16775389,1565,CPD6; CYP2D; CYP2D6; CYP2D7AP; CYP2D7BP; CYP2D7P2; CYP2D8P2; CYP2DL1; P450-DB1; P450C2D,sobreviveu,,
Q1_Super_Populares,21802305,3106,AS; HLA-B,sobreviveu,,
Q1_Super_Populares,18317569,351,AD1; APP; alpha-sAPP,sobreviveu,,
Q1_Super_Populares,23270673,1401,CRP; PTX1,sobreviveu,,
Q1_Super_Populares,22268729,3320,FLJ31884; HSP90AA1; HSP90N; HSPC1; HSPCA; HSPCAL4; Hsp89; Hsp90,descarte_a_fora_abstract,,
Q1_Super_Populares,20596673,7015,EST2; TCS1; TERT; TP2; TRT; hEST2,sobreviveu,,
Q1_Super_Populares,17164408,3479,IGF; IGF-I; IGF1; IGF1A; IGFI,sobreviveu,,
Q1_Super_Populares,20709600,50943,AIID; DIETER; FOXP3; IPEX; JM2; PIDX; SCURFIN; XPID,sobreviveu,,
Q1_Super_Populares,24906341,7515,RCC; XRCC1,sobreviveu,,
Q1_Super_Populares,26096306,2146,ENX-1; EZH1; EZH2; KMT6; KMT6A,sobreviveu,,
Q1_Super_Populares,21135555,627,BDNF,sobreviveu,,
Q1_Super_Populares,27561780,627,BDNF,sobreviveu,,
Q1_Super_Populares,26840943,3479,IGF; IGF-I; IGF1; IGF1A; IGFI,descarte_b_no_abstract,IGF,IGF/STAT3/NANOG/Slug Signaling Axis Simulta
Q1_Super_Populares,20686604,154,ADRB2; ADRB2R; ADRBR; ARB2; B2AR; BAR,sobreviveu,,
Q1_Super_Populares,20127031,6714,ASV; SRC; SRC1; c-src,sobreviveu,,
Q1_Super_Populares,25464604,3690,CD61; GP3A; GPIIIa; ITGB3,sobreviveu,,
Q1_Super_Populares,33966039,2146,ENX-1; EZH1; EZH2; KMT6; KMT6A,sobreviveu,,
Q1_Super_Populares,37419429,406991,MIR-21; MIR21; MIRN21; hsa-mir-21,sobreviveu,,
Q1_Super_Populares,29763840,3565,BCGF-1; BCGF1; BSF1; IL-4; IL4; MGC79402,sobreviveu,,
Q1_Super_Populares,26973196,4313,CLG4; CLG4A; MMP-2; MMP2; TBE-1,sobreviveu,,
Q1_Super_Populares,20072153,1387,CBP; CREBBP; KAT3A; RSTS; RTS,descarte_a_fora_abstract,,
Q1_Super_Populares,30069026,114548,AGTAVPRL; AII; AVP; C1orf7; CIAS1; CLR1.1; DFNA34; FCAS; FCU; MWS; NALP3; NLRP3; PYPAF1,sobreviveu,,
Q1_Super_Populares,10898498,3107,D6S204; HLA-C; HLA-JY3; PSORS1,sobreviveu,,
Q1_Super_Populares,27880917,1432,CSBP1; CSBP2; CSPB1; MAPK14; Mxi2; PRKM14; PRKM15; p38; p38alpha,descarte_a_fora_abstract,,
Q1_Super_Populares,30902832,2064,CD340; ERBB2; HER-2; HER2; MLN-19; NEU; NGL; c-ERB-2; c-ERB2; p185(erbB2),sobreviveu,,
Q1_Super_Populares,28351619,3091,HIF-1alpha; HIF1; HIF1A; MOP1; PASD8; bHLHe78,descarte_b_no_abstract,HIF-1alpha, T2DM-elicited hyperinsulinemia induced HIF-1alpha expression by reducing its ubiquitinati
Q1_Super_Populares,23158993,50943,AIID; DIETER; FOXP3; IPEX; JM2; PIDX; SCURFIN; XPID,sobreviveu,,
Q1_Super_Populares,7839353,3107,D6S204; HLA-C; HLA-JY3; PSORS1,sobreviveu,,
Q1_Super_Populares,18667348,627,BDNF,sobreviveu,,
Q1_Super_Populares,23276885,351,AD1; APP; alpha-sAPP,sobreviveu,,
Q1_Super_Populares,21861665,1557,CPCJ; CYP2C; CYP2C19; P450IIC19,sobreviveu,,
Q1_Super_Populares,18552362,7421,NR1I1; PPP1R163; VDR,sobreviveu,,
Q1_Super_Populares,31111520,1029,ARF; CAI2; CDK4I; CDKN2; CDKN2A; CMM2; INK4; INK4a; MLM; MTS1; P16-INK4A; p14; p14ARF; p16; p16INK4a; p19; p19Arf,sobreviveu,,
Q1_Super_Populares,19860911,3552,IL-1A; IL1; IL1-ALPHA; IL1A; IL1F1,descarte_a_fora_abstract,,
Q1_Super_Populares,16246845,3630,IDDM1; IDDM2; INS,sobreviveu,,
Q1_Super_Populares,17963598,29126,B7-H; B7-H1; B7H1; CD274; PD-L1; PDCD1LG1; PDL1,sobreviveu,,
Q1_Super_Populares,24019906,960,CD44; CD44R; CDw44; CSPG8; ECM-III; H-CAM; HCELL; HUTCH-1; HUTCH-I; Hermes-1; IN; MC56; MDU2; MDU3; MIC4; PGP-1; Pgp1,descarte_b_no_abstract,CD44,The CD44(high) tumorigenic subsets in lung cance
Q1_Super_Populares,15535843,387,ARH12; ARHA; RHOA; RHOH12; Rho12,sobreviveu,,
Q1_Super_Populares,19235843,3690,CD61; GP3A; GPIIIa; ITGB3,descarte_a_fora_abstract,,
Q1_Super_Populares,19338576,23435,ALS10; TARDBP; TDP-43,sobreviveu,,
Q1_Super_Populares,20693286,5595,ERK-1; ERK1; MAPK3; PRKM3; p44erk1; p44mapk,sobreviveu,,
Q1_Super_Populares,29495952,3815,C-Kit; CD117; KIT; PBT; SCFR,sobreviveu,,
Q1_Super_Populares,19152241,3606,IGIF; IL-18; IL-1g; IL18; IL1F4,sobreviveu,,
Q1_Super_Populares,21590492,5747,FADK; FAK; FAK1; PPP1R71; PTK2,sobreviveu,,
Q1_Super_Populares,9632782,4193,HDM2; MDM2; MGC5370,sobreviveu,,
Q1_Super_Populares,30593723,2146,ENX-1; EZH1; EZH2; KMT6; KMT6A,sobreviveu,,
Q1_Super_Populares,12186939,3725,AP-1; JUN; c-Jun,sobreviveu,,
Q1_Super_Populares,25228699,120892,DKFZp434H2111; FLJ45829; LRRK2; PARK8; RIPK7; ROCO2,sobreviveu,,
Q1_Super_Populares,24148764,2064,CD340; ERBB2; HER-2; HER2; MLN-19; NEU; NGL; c-ERB-2; c-ERB2; p185(erbB2),descarte_b_no_abstract,HER2,creens identify microRNAs essential for HER2 positive breast cancer cell growth.   M
Q1_Super_Populares,10640275,3065,GON-10; HD1; HDAC1; KDAC1; RPD3L1,sobreviveu,,
Q1_Super_Populares,18175066,183,AGT; SERPINA8,sobreviveu,,
Q1_Super_Populares,19351365,4288,Ki-67; MIB-1; MKI67; PPP1R105,descarte_b_no_abstract,Ki-67,omparative expression of syndecan-1 and Ki-67 in peripheral and desmoplastic amelobla
Q1_Super_Populares,15569979,2100,ER-beta; ESR2; Erb; NR3A2,sobreviveu,,
Q1_Super_Populares,22631677,355,APO-1; APT1; CD95; FAS; FAS1; TNFRSF6,sobreviveu,,
Q1_Super_Populares,25996949,7316,UBC,descarte_b_no_abstract,ubiquitin C,"ssociation between TRAF1 and the linear ubiquitin chain assembly complex (LUBAC), and stimu"
Q1_Super_Populares,38093209,3383,BB2; CD54; ICAM1,sobreviveu,,
Q1_Super_Populares,40355756,581,BAX; BCL2L4,descarte_a_fora_abstract,,
Q1_Super_Populares,25854163,6774,APRF; STAT3,sobreviveu,,
Q1_Super_Populares,10488148,3725,AP-1; JUN; c-Jun,sobreviveu,,
Q1_Super_Populares,27680698,627,BDNF,descarte_b_no_abstract,BDNF,Autocrine BDNF-TrkB signalling within a single dendrit
Q1_Super_Populares,19051206,3630,IDDM1; IDDM2; INS,sobreviveu,,
Q1_Super_Populares,26671754,1080,ABC35; ABCC7; CF; CFTR; CFTR/MRP; MRP7; TNR-CFTR; dJ760C5.1,sobreviveu,,
Q1_Super_Populares,24739951,581,BAX; BCL2L4,sobreviveu,,
Q1_Super_Populares,14676821,5243,ABC20; ABCB1; CD243; CLCS; GP170; MDR1; P-gp; PGY1; p-170,sobreviveu,,
Q1_Super_Populares,14612430,7124,DIF; TNF; TNF-alpha; TNFA; TNFSF2,sobreviveu,,
Q1_Super_Populares,15699505,3630,IDDM1; IDDM2; INS,sobreviveu,,
Q1_Super_Populares,37858201,5970,NFKB3; RELA; p65,sobreviveu,,
Q1_Super_Populares,21948293,7421,NR1I1; PPP1R163; VDR,sobreviveu,,
Q1_Super_Populares,25059824,1387,CBP; CREBBP; KAT3A; RSTS; RTS,descarte_a_fora_abstract,,
Q1_Super_Populares,38779680,5054,PAI; PAI1; PLANH1; SERPINE1,sobreviveu,,
Q1_Super_Populares,32770964,3162,HMOX1; HO-1; bK286B10,sobreviveu,,
Q1_Super_Populares,26669670,3106,AS; HLA-B,descarte_b_no_abstract,HLA-B,"The HLA-B*35 allele modulates ER stress, inflamma"
Q1_Super_Populares,23494669,332,API4; BIRC5; EPR-1; survivin,descarte_b_no_abstract,survivin,Expression of survivin and its four splice variants in colorec
Q1_Super_Populares,20438716,2033,EP300; KAT3B; p300,sobreviveu,,
Q1_Super_Populares,12950120,183,AGT; SERPINA8,sobreviveu,,
Q1_Super_Populares,24522376,207,AKT; AKT1; PKB; PRKBA; RAC; RAC-alpha,sobreviveu,,
Q1_Super_Populares,27113703,1543,CP11; CYP1; CYP1A1; P1-450; P450-C; P450DX,sobreviveu,,
Q1_Super_Populares,17724596,7099,ARMD10; CD284; TLR-4; TLR4; hToll,sobreviveu,,
Q1_Super_Populares,7694806,3105,HLA-A,descarte_a_fora_abstract,,
Q1_Super_Populares,34576008,10413,YAP-1; YAP1; YAP65,descarte_a_fora_abstract,,
Q1_Super_Populares,15908432,3309,BiP; GRP78; HSPA5,sobreviveu,,
Q1_Super_Populares,20978324,332,API4; BIRC5; EPR-1; survivin,descarte_b_no_abstract,survivin,The survivin -31 snp in human colorectal cancer corr
Q1_Super_Populares,9184207,7852,CD184; CXCR4; D2S201E; HM89; HSY3RR; LESTR; NPY3R; NPYR; NPYY3R; fusin,descarte_a_fora_abstract,,
Q1_Super_Populares,30784360,4790,KBF1; NF-kB1; NF-kappaB; NFKB-p50; NFKB1; NFkappaB; p105; p50,sobreviveu,,
Q1_Super_Populares,27573352,595,BCL1; CCND1; D11S287E; PRAD1; U21B31,descarte_b_no_abstract,cyclin D1,"he level of nuclear PKM2 and suppressed cyclin D1 expression. Collectively, our study rev"
Q1_Super_Populares,24975964,7099,ARMD10; CD284; TLR-4; TLR4; hToll,sobreviveu,,
Q1_Super_Populares,25505069,8878,A170; OSIL; PDB3; SQSTM1; p60; p62; p62B,sobreviveu,,
Q1_Super_Populares,27846285,335,APOA1,sobreviveu,,
Q1_Super_Populares,24043886,6347,CCL2; GDCF-2; HC11; MCAF; MCP-1; MCP1; MGC9434; SCYA2; SMC-CF,descarte_a_fora_abstract,,
Q1_Super_Populares,23514615,920,CD4; Leu-3; T4,sobreviveu,,
Q1_Super_Populares,15831281,332,API4; BIRC5; EPR-1; survivin,descarte_b_no_abstract,survivin,on levels of the inhibitor of apoptosis survivin in testes of patients with normal sperm
Q1_Super_Populares,21811155,9370,ACDC; ACRP30; ADIPOQ; GBP28; adiponectin; apM1,sobreviveu,,
Q1_Super_Populares,17846855,7124,DIF; TNF; TNF-alpha; TNFA; TNFSF2,sobreviveu,,
Q1_Super_Populares,31320454,1234,CC-CKR-5; CCR5; CD195; CKR-5; CKR5; CMKBR5; IDDM22,sobreviveu,,
Q1_Super_Populares,15869582,836,CASP3; CPP32; CPP32B; Yama; apopain,sobreviveu,,
Q1_Super_Populares,11942414,4790,KBF1; NF-kB1; NF-kappaB; NFKB-p50; NFKB1; NFkappaB; p105; p50,sobreviveu,,
Q1_Super_Populares,15060161,1499,CTNNB; CTNNB1; armadillo; beta-catenin,sobreviveu,,
Q1_Super_Populares,41249152,6774,APRF; STAT3,descarte_a_fora_abstract,,
Q1_Super_Populares,19349390,3569,BSF2; HGF; HSF; IFNB2; IL-6; IL6,sobreviveu,,
Q1_Super_Populares,27781293,4524,MTHFR,sobreviveu,,
Q1_Super_Populares,37379210,7157,LFS1; TP53; p53,sobreviveu,,
Q1_Super_Populares,27544800,596,BCL2; Bcl-2; PPP1R50,sobreviveu,,
Q1_Super_Populares,15188025,1027,CDKN1B; KIP1; P27KIP1,descarte_a_fora_abstract,,
Q1_Super_Populares,15853903,3105,HLA-A,sobreviveu,,
Q1_Super_Populares,14758530,3557,ICIL-1RA; IL-1RN; IL1F3; IL1RA; IL1RN; IRAP; MGC10430,sobreviveu,,
Q1_Super_Populares,38015538,3569,BSF2; HGF; HSF; IFNB2; IL-6; IL6,sobreviveu,,
Q1_Super_Populares,17362351,3569,BSF2; HGF; HSF; IFNB2; IL-6; IL6,sobreviveu,,
Q1_Super_Populares,19750329,1543,CP11; CYP1; CYP1A1; P1-450; P450-C; P450DX,sobreviveu,,
Q1_Super_Populares,38159247,4193,HDM2; MDM2; MGC5370,sobreviveu,,
Q1_Super_Populares,22964853,3320,FLJ31884; HSP90AA1; HSP90N; HSPC1; HSPCA; HSPCAL4; Hsp89; Hsp90,sobreviveu,,
Q1_Super_Populares,19337385,114548,AGTAVPRL; AII; AVP; C1orf7; CIAS1; CLR1.1; DFNA34; FCAS; FCU; MWS; NALP3; NLRP3; PYPAF1,sobreviveu,,
Q1_Super_Populares,19074461,4137,DDPAC; FLJ31424; FTDP-17; MAPT; MAPTL; MGC138549; MSTD; MTBT1; MTBT2; PPND; PPP1R103; TAU; Tau-PHF6; tau; tau-40,sobreviveu,,
Q1_Super_Populares,29072241,2944,GST1; GSTM1; H-B; MU,sobreviveu,,
Q1_Super_Populares,9449720,581,BAX; BCL2L4,sobreviveu,,
Q1_Super_Populares,10480607,7450,F8VWF; VWF,sobreviveu,,
Q1_Super_Populares,18959821,5594,ERK; ERK2; MAPK1; MAPK2; PRKM1; PRKM2; p41mapk,sobreviveu,,
Q1_Super_Populares,15241418,4088,HsT17436; JV15-2; MADH3; SMAD3,descarte_b_no_abstract,SMAD3,cell cycle progression at the G1 phase. Smad3 has a key function in mediating the TGF
Q1_Super_Populares,15054398,2153,F5; fV,sobreviveu,,
Q1_Super_Populares,24449884,1499,CTNNB; CTNNB1; armadillo; beta-catenin,descarte_b_no_abstract,beta-catenin,le cell interaction elicit differential beta-catenin phosphorylations and endothelial functi
Q1_Super_Populares,23180530,7316,UBC,descarte_a_fora_abstract,,
Q1_Super_Populares,30585729,4288,Ki-67; MIB-1; MKI67; PPP1R105,descarte_a_fora_abstract,,
Q1_Super_Populares,27813552,4846,ECNOS; NOS3; eNOS,sobreviveu,,
Q1_Super_Populares,28629373,5133,CD279; PD-1; PD1; PDCD1; SLEB2; hSLE1,sobreviveu,,
Q1_Super_Populares,24964035,4088,HsT17436; JV15-2; MADH3; SMAD3,descarte_a_fora_abstract,,
Q1_Super_Populares,19453261,5595,ERK-1; ERK1; MAPK3; PRKM3; p44erk1; p44mapk,descarte_a_fora_abstract,,
Q1_Super_Populares,12722176,1813,D2R; DRD2,sobreviveu,,
Q1_Super_Populares,16359991,3952,LEP; OB; OBS,sobreviveu,,
Q1_Super_Populares,19359599,3688,CD29; FNRB; GPIIA; ITGB1; MDF2; MSK12,descarte_a_fora_abstract,,
Q1_Super_Populares,33771483,29126,B7-H; B7-H1; B7H1; CD274; PD-L1; PDCD1LG1; PDL1,sobreviveu,,
Q1_Super_Populares,21938741,1026,CAP20; CDKN1; CDKN1A; CIP1; P21; SDI1; WAF1; p21; p21CIP1; p21Cip1/Waf1,sobreviveu,,
Q1_Super_Populares,12556231,183,AGT; SERPINA8,sobreviveu,,
Q1_Super_Populares,25222780,3958,GALIG; LGALS2; LGALS3; MAC-2,sobreviveu,,
Q1_Super_Populares,18388244,6714,ASV; SRC; SRC1; c-src,descarte_b_no_abstract,SRC,"Roles of cytosolic phospholipase A2 and Src kinase in the early action of 2,3,7,8-t"
Q1_Super_Populares,20185929,177,AGER; RAGE; SCARJ1; sRAGE,sobreviveu,,
Q1_Super_Populares,26748875,2147,F2,descarte_a_fora_abstract,,
Q1_Super_Populares,18021343,1557,CPCJ; CYP2C; CYP2C19; P450IIC19,sobreviveu,,
Q1_Super_Populares,31370204,7422,VEGF; VEGF-A; VEGFA; VPF,sobreviveu,,
Q1_Super_Populares,24904546,3107,D6S204; HLA-C; HLA-JY3; PSORS1,descarte_a_fora_abstract,,
Q1_Super_Populares,24127926,5970,NFKB3; RELA; p65,sobreviveu,,
Q1_Super_Populares,36807750,5925,OSRC; PPP1R130; RB; RB1,sobreviveu,,
Q1_Super_Populares,36139147,2908,GR; GRL; NR3C1,sobreviveu,,
Q1_Super_Populares,21824286,472,ATA; ATC; ATD; ATDC; ATM; TEL1; TELO1,sobreviveu,,
Q1_Super_Populares,22675930,4318,CLG4B; MMP9,sobreviveu,,
Q1_Super_Populares,31150457,1956,EGFR; ERBB; ERBB1; ERRP,sobreviveu,,
Q1_Super_Populares,36593255,207,AKT; AKT1; PKB; PRKBA; RAC; RAC-alpha,sobreviveu,,
Q1_Super_Populares,28514442,7515,RCC; XRCC1,descarte_a_fora_abstract,,
Q1_Super_Populares,22967500,3630,IDDM1; IDDM2; INS,sobreviveu,,
Q1_Super_Populares,25882767,9370,ACDC; ACRP30; ADIPOQ; GBP28; adiponectin; apM1,sobreviveu,,
Q1_Super_Populares,12356205,1234,CC-CKR-5; CCR5; CD195; CKR-5; CKR5; CMKBR5; IDDM22,sobreviveu,,
Q1_Super_Populares,22650962,1234,CC-CKR-5; CCR5; CD195; CKR-5; CKR5; CMKBR5; IDDM22,sobreviveu,,
Q1_Super_Populares,22035595,9370,ACDC; ACRP30; ADIPOQ; GBP28; adiponectin; apM1,sobreviveu,,
Q1_Super_Populares,19094431,7316,UBC,descarte_a_fora_abstract,,
Q1_Super_Populares,27909050,4851,NOTCH1; TAN1,descarte_b_no_abstract,NOTCH1, Transgenic expression of intracellular NOTCH1 in mice with tubule-specific deletion o
Q1_Super_Populares,27220321,3725,AP-1; JUN; c-Jun,descarte_b_no_abstract,AP-1,ion of MDR1/P-glycoprotein via EGFR/ERK/AP-1 pathway.   Multidrug resistance is one 
Q1_Super_Populares,25592970,1499,CTNNB; CTNNB1; armadillo; beta-catenin,sobreviveu,,
Q1_Super_Populares,23542036,5243,ABC20; ABCB1; CD243; CLCS; GP170; MDR1; P-gp; PGY1; p-170,sobreviveu,,
Q1_Super_Populares,22984553,675,BRCA2; BRCC2; FACD; FAD; FAD1; FANCD; FANCD1; XRCC11,sobreviveu,,
Q1_Super_Populares,23253087,1026,CAP20; CDKN1; CDKN1A; CIP1; P21; SDI1; WAF1; p21; p21CIP1; p21Cip1/Waf1,descarte_b_no_abstract,p21,amage signaling from p53 activation and p21 expression.   The best-established func
Q1_Super_Populares,11956078,1029,ARF; CAI2; CDK4I; CDKN2; CDKN2A; CMM2; INK4; INK4a; MLM; MTS1; P16-INK4A; p14; p14ARF; p16; p16INK4a; p19; p19Arf,descarte_b_no_abstract,INK4a,th aberrant promoter methylation of P16(INK4a) and O(6)-methylguanine-DNA methyltrans
Q1_Super_Populares,15948239,3952,LEP; OB; OBS,sobreviveu,,
Q1_Super_Populares,23086478,4851,NOTCH1; TAN1,sobreviveu,,
Q1_Super_Populares,22747686,5054,PAI; PAI1; PLANH1; SERPINE1,descarte_b_no_abstract,PAI,Plasminogen activator inhibitor type 1 (PAI-1) is the primary inhibitor of urokinas
Q1_Super_Populares,28957360,7099,ARMD10; CD284; TLR-4; TLR4; hToll,sobreviveu,,
Q1_Super_Populares,24036936,4879,NPPB,descarte_a_fora_abstract,,
Q1_Super_Populares,24497847,348,AD2; APOE,sobreviveu,,
Q1_Super_Populares,22619175,2475,FLJ44809; FRAP; FRAP1; FRAP2; MTOR; RAFT1; RAPT1; mTOR,sobreviveu,,
Q1_Super_Populares,7651399,324,APC; DP2; DP2.5; DP3; PPP1R46,descarte_b_no_abstract,APC,te with the adenomatous polyposis coli (APC) tumor suppressor protein in any of the
Q1_Super_Populares,18042801,7015,EST2; TCS1; TERT; TP2; TRT; hEST2,sobreviveu,,
Q1_Super_Populares,19679070,348,AD2; APOE,sobreviveu,,
Q1_Super_Populares,27736875,4851,NOTCH1; TAN1,sobreviveu,,
